Order ID,Amount,Profit,Quantity,Category,Sub-Category,PaymentMode,Order Date,CustomerName,State,City,Year-Month
B-26904,594,67,19,Office Supplies,Paper,Debit Card,5/8/2024,Devon Schmitt,Texas,Austin,2024-05
B-26456,5954,2618,11,Furniture,Tables,COD,3/30/2024,Robert Mosley,Ohio,Cincinnati,2024-03
B-25435,3518,1051,3,Furniture,Bookcases,UPI,9/10/2020,Paul Scott,California,San Francisco,2020-09
B-25435,4157,1874,8,Electronics,Laptops,EMI,9/10/2020,Paul Scott,California,San Francisco,2020-09
B-26279,3747,410,5,Office Supplies,Markers,Credit Card,7/12/2020,Kristin Alvarez,Illinois,Springfield,2020-07
B-26279,3747,410,5,Office Supplies,Markers,Credit Card,12/8/2022,Kevin Jackson,New York,Buffalo,2022-12
B-26279,3747,410,5,Office Supplies,Markers,Credit Card,3/27/2024,Mrs. Lauren Potter DDS,Ohio,Columbus,2024-03
B-26279,3747,410,5,Office Supplies,Markers,Credit Card,2/17/2023,Jason Brown,Illinois,Chicago,2023-02
B-26279,3747,410,5,Office Supplies,Markers,Credit Card,7/21/2021,Jamie Santos,California,Los Angeles,2021-07
B-26279,3194,534,4,Office Supplies,Binders,UPI,7/12/2020,Kristin Alvarez,Illinois,Springfield,2020-07
B-26279,3194,534,4,Office Supplies,Binders,UPI,12/8/2022,Kevin Jackson,New York,Buffalo,2022-12
B-26279,3194,534,4,Office Supplies,Binders,UPI,3/27/2024,Mrs. Lauren Potter DDS,Ohio,Columbus,2024-03
B-26279,3194,534,4,Office Supplies,Binders,UPI,2/17/2023,Jason Brown,Illinois,Chicago,2023-02
B-26279,3194,534,4,Office Supplies,Binders,UPI,7/21/2021,Jamie Santos,California,Los Angeles,2021-07
B-25770,8548,2305,1,Office Supplies,Binders,COD,10/30/2022,James Taylor,Florida,Tampa,2022-10
B-25715,6089,139,19,Furniture,Tables,Debit Card,12/31/2020,Alicia Vincent,Ohio,Cincinnati,2020-12
B-25715,6089,139,19,Furniture,Tables,Debit Card,4/15/2022,Kenneth Adams,Ohio,Cleveland,2022-04
B-25715,6089,139,19,Furniture,Tables,Debit Card,4/5/2023,Shelby Browning,Illinois,Chicago,2023-04
B-25715,2586,800,16,Furniture,Tables,UPI,12/31/2020,Alicia Vincent,Ohio,Cincinnati,2020-12
B-25715,2586,800,16,Furniture,Tables,UPI,4/15/2022,Kenneth Adams,Ohio,Cleveland,2022-04
B-25715,2586,800,16,Furniture,Tables,UPI,4/5/2023,Shelby Browning,Illinois,Chicago,2023-04
B-25715,3757,1626,9,Office Supplies,Paper,UPI,12/31/2020,Alicia Vincent,Ohio,Cincinnati,2020-12
B-25715,3757,1626,9,Office Supplies,Paper,UPI,4/15/2022,Kenneth Adams,Ohio,Cleveland,2022-04
B-25715,3757,1626,9,Office Supplies,Paper,UPI,4/5/2023,Shelby Browning,Illinois,Chicago,2023-04
B-26961,5193,2530,5,Furniture,Sofas,Debit Card,10/29/2021,Johnny Hill,California,San Diego,2021-10
B-26961,5193,2530,5,Furniture,Sofas,Debit Card,12/29/2024,Nicholas Tucker,Florida,Miami,2024-12
B-25902,7493,96,3,Electronics,Electronic Games,UPI,8/11/2020,Theresa Cline,Ohio,Cleveland,2020-08
B-26321,2062,848,6,Office Supplies,Markers,Credit Card,3/4/2024,Christine Wheeler,Florida,Tampa,2024-03
B-25612,7163,1536,1,Electronics,Phones,EMI,10/17/2023,Carlos Wells,California,San Diego,2023-10
B-25605,4026,163,6,Electronics,Phones,COD,7/28/2023,Randall Bell,New York,New York City,2023-07
B-25810,1894,275,5,Furniture,Chairs,Credit Card,11/27/2021,Kendra Mckinney,Florida,Miami,2021-11
B-25810,7144,192,13,Electronics,Electronic Games,Credit Card,11/27/2021,Kendra Mckinney,Florida,Miami,2021-11
B-25935,3482,1554,15,Electronics,Laptops,Debit Card,9/9/2020,Amanda Kim,Ohio,Columbus,2020-09
B-26245,4172,235,5,Office Supplies,Paper,EMI,6/2/2021,Megan Morgan,Ohio,Cleveland,2021-06
B-26245,4172,235,5,Office Supplies,Paper,EMI,8/22/2022,Vincent Kramer,Florida,Orlando,2022-08
B-26245,4172,235,5,Office Supplies,Paper,EMI,4/16/2024,Raymond Bean,Illinois,Springfield,2024-04
B-25346,6265,155,8,Furniture,Sofas,COD,8/23/2022,Reginald Hebert,Ohio,Cincinnati,2022-08
B-25346,6265,155,8,Furniture,Sofas,COD,3/12/2021,Jeremy Vazquez,Ohio,Cleveland,2021-03
B-25594,2931,212,7,Electronics,Electronic Games,Credit Card,6/26/2024,Michael Stewart,Illinois,Peoria,2024-06
B-25594,2931,212,7,Electronics,Electronic Games,Credit Card,12/8/2023,Kevin Johnson,Florida,Tampa,2023-12
B-25471,1146,188,9,Furniture,Chairs,Debit Card,11/27/2024,Tara Hughes,Florida,Tampa,2024-11
B-25398,9215,767,13,Electronics,Printers,COD,1/10/2022,Sandra Perkins,Florida,Tampa,2022-01
B-25398,9215,767,13,Electronics,Printers,COD,11/1/2021,Heather Bell,California,San Francisco,2021-11
B-25999,7895,1005,1,Furniture,Chairs,Credit Card,10/28/2023,Nancy Boyd,Ohio,Cincinnati,2023-10
B-25999,7895,1005,1,Furniture,Chairs,Credit Card,3/1/2025,Raymond Reyes,California,San Diego,2025-03
B-25999,2740,558,8,Office Supplies,Pens,UPI,10/28/2023,Nancy Boyd,Ohio,Cincinnati,2023-10
B-25999,2740,558,8,Office Supplies,Pens,UPI,3/1/2025,Raymond Reyes,California,San Diego,2025-03
B-25159,5338,1354,16,Office Supplies,Markers,UPI,8/1/2024,Cassandra Jordan,Illinois,Peoria,2024-08
B-25159,5338,1354,16,Office Supplies,Markers,UPI,6/7/2023,Evelyn Harris,New York,Buffalo,2023-06
B-25159,5338,1354,16,Office Supplies,Markers,UPI,10/21/2024,Shannon Maynard,Florida,Orlando,2024-10
B-25159,5338,1354,16,Office Supplies,Markers,UPI,1/4/2021,Marie James,New York,Buffalo,2021-01
B-25496,3095,941,2,Office Supplies,Pens,EMI,4/19/2022,Maria Carroll,Ohio,Cleveland,2022-04
B-25496,3095,941,2,Office Supplies,Pens,EMI,8/11/2022,Jessica Sloan,Texas,Austin,2022-08
B-25401,6017,2230,13,Electronics,Printers,Debit Card,8/4/2023,Scott Craig,Illinois,Peoria,2023-08
B-25707,4904,469,2,Office Supplies,Pens,Debit Card,4/25/2020,Kaitlin Brown,Texas,Dallas,2020-04
B-25707,3080,737,6,Office Supplies,Binders,UPI,4/25/2020,Kaitlin Brown,Texas,Dallas,2020-04
B-26225,1992,355,2,Electronics,Phones,COD,12/14/2024,William Beck,Florida,Tampa,2024-12
B-25662,5346,1246,17,Furniture,Sofas,EMI,7/25/2022,Eric Mason,Florida,Orlando,2022-07
B-25662,5346,1246,17,Furniture,Sofas,EMI,5/7/2022,Lisa Lowe,Florida,Miami,2022-05
B-26752,8422,893,18,Electronics,Printers,Debit Card,8/11/2022,Roy Miller,California,San Francisco,2022-08
B-26752,8422,893,18,Electronics,Printers,Debit Card,8/12/2022,Christopher Espinoza,Ohio,Columbus,2022-08
B-26752,6105,1447,8,Furniture,Bookcases,Credit Card,8/11/2022,Roy Miller,California,San Francisco,2022-08
B-26752,6105,1447,8,Furniture,Bookcases,Credit Card,8/12/2022,Christopher Espinoza,Ohio,Columbus,2022-08
B-25640,670,85,9,Office Supplies,Pens,EMI,8/21/2023,Claire Cole,Texas,Houston,2023-08
B-25030,4057,1012,6,Electronics,Laptops,Credit Card,9/12/2022,Eric Nunez,California,San Diego,2022-09
B-25504,8178,2462,10,Office Supplies,Pens,UPI,8/20/2023,David Bell,California,Los Angeles,2023-08
B-26912,8752,1686,9,Furniture,Tables,Debit Card,12/27/2020,Patrick Hensley MD,Ohio,Cincinnati,2020-12
B-26912,8752,1686,9,Furniture,Tables,Debit Card,9/4/2023,John Cox,Illinois,Peoria,2023-09
B-26912,8752,1686,9,Furniture,Tables,Debit Card,1/8/2022,Michelle Sullivan,Illinois,Chicago,2022-01
B-25193,8974,4441,16,Electronics,Printers,EMI,6/5/2023,Angela Todd,New York,New York City,2023-06
B-25106,9090,3098,16,Electronics,Phones,Credit Card,4/1/2021,Luke Saunders,Texas,Dallas,2021-04
B-25106,9090,3098,16,Electronics,Phones,Credit Card,5/28/2024,Dr. Jennifer Benton DVM,Illinois,Springfield,2024-05
B-25106,851,356,11,Electronics,Electronic Games,Credit Card,4/1/2021,Luke Saunders,Texas,Dallas,2021-04
B-25106,851,356,11,Electronics,Electronic Games,Credit Card,5/28/2024,Dr. Jennifer Benton DVM,Illinois,Springfield,2024-05
B-26835,5427,728,3,Electronics,Phones,UPI,3/9/2023,Keith Smith,Florida,Miami,2023-03
B-25836,2695,914,15,Furniture,Bookcases,Debit Card,7/28/2022,Danielle Mitchell,Illinois,Peoria,2022-07
B-25836,2695,914,15,Furniture,Bookcases,Debit Card,6/17/2021,Jesus Hernandez,California,Los Angeles,2021-06
B-26661,2386,999,3,Office Supplies,Pens,COD,2/13/2024,Jason Norman,Florida,Miami,2024-02
B-26317,2284,149,20,Office Supplies,Pens,Debit Card,8/6/2021,Laura Poole,New York,Rochester,2021-08
B-26839,6034,608,8,Electronics,Phones,EMI,5/1/2022,Sarah Wagner,Texas,Houston,2022-05
B-26839,8956,3359,13,Furniture,Bookcases,Credit Card,5/1/2022,Sarah Wagner,Texas,Houston,2022-05
B-25735,7122,1982,7,Office Supplies,Markers,EMI,3/11/2024,Bryan Baird,Illinois,Peoria,2024-03
B-25387,9775,4507,5,Office Supplies,Markers,UPI,7/6/2020,Amy Thompson,Ohio,Cincinnati,2020-07
B-25192,3309,177,13,Furniture,Bookcases,EMI,12/17/2020,Ashley Wright,Ohio,Cleveland,2020-12
B-26844,4163,897,14,Electronics,Electronic Games,COD,8/30/2022,Michelle Lynch,Illinois,Springfield,2022-08
B-26844,4163,897,14,Electronics,Electronic Games,COD,2/27/2025,Ryan Hale,Ohio,Cleveland,2025-02
B-26844,4163,897,14,Electronics,Electronic Games,COD,6/5/2021,Marie Jefferson,Florida,Orlando,2021-06
B-25236,5518,867,7,Furniture,Sofas,UPI,12/22/2022,Vanessa Smith,Texas,Houston,2022-12
B-25940,7566,606,6,Electronics,Phones,Debit Card,1/25/2025,Ryan Foster,Ohio,Columbus,2025-01
B-25940,7566,606,6,Electronics,Phones,Debit Card,2/14/2025,David Lara,California,San Diego,2025-02
B-26765,762,92,11,Electronics,Printers,COD,1/6/2023,Jonathan Young,Illinois,Springfield,2023-01
B-26817,3316,126,6,Electronics,Laptops,COD,10/11/2020,Debra Townsend,Ohio,Cincinnati,2020-10
B-26522,5994,2826,9,Furniture,Bookcases,EMI,5/24/2023,John Thomas,California,San Francisco,2023-05
B-26522,5994,2826,9,Furniture,Bookcases,EMI,3/12/2024,Bryan Anderson,California,Los Angeles,2024-03
B-26522,5994,2826,9,Furniture,Bookcases,EMI,3/17/2024,Sarah Miller,New York,New York City,2024-03
B-25681,3854,245,19,Electronics,Laptops,COD,5/17/2022,Robert Hill,Ohio,Columbus,2022-05
B-25382,7019,2677,15,Office Supplies,Markers,UPI,12/21/2020,Joshua Rojas,Florida,Miami,2020-12
B-25944,5954,2640,14,Electronics,Laptops,Credit Card,8/24/2021,Angelica Lewis,New York,New York City,2021-08
B-25944,5954,2640,14,Electronics,Laptops,Credit Card,10/22/2022,Jessica Russell,Texas,Dallas,2022-10
B-26980,9752,3618,5,Furniture,Bookcases,Debit Card,2/21/2024,Mary Johnson,New York,Rochester,2024-02
B-26980,9752,3618,5,Furniture,Bookcases,Debit Card,10/31/2022,Joseph Knight,Illinois,Peoria,2022-10
B-25780,5335,322,15,Electronics,Electronic Games,COD,5/15/2022,Jessica Greene,New York,New York City,2022-05
B-25964,1454,80,20,Electronics,Electronic Games,Credit Card,7/22/2022,Vincent Perez,New York,Rochester,2022-07
B-26767,6724,1539,19,Furniture,Bookcases,COD,12/13/2021,Dennis Rivera,California,San Francisco,2021-12
B-26767,6724,1539,19,Furniture,Bookcases,COD,6/3/2021,Nancy Keller,Texas,Dallas,2021-06
B-25501,9874,3895,4,Office Supplies,Binders,EMI,2/24/2025,Michelle Anderson,Ohio,Cleveland,2025-02
B-26029,4918,1485,7,Electronics,Phones,UPI,2/2/2023,Anthony May,Florida,Tampa,2023-02
B-25292,3189,1180,19,Office Supplies,Paper,Credit Card,12/31/2021,Michelle Guerra,New York,New York City,2021-12
B-25873,2684,713,2,Electronics,Electronic Games,UPI,6/15/2024,Meghan Ballard,New York,New York City,2024-06
B-25873,2684,713,2,Electronics,Electronic Games,UPI,6/5/2022,Brian Wheeler,New York,Buffalo,2022-06
B-25873,2684,713,2,Electronics,Electronic Games,UPI,5/11/2020,William Rosario,Texas,Dallas,2020-05
B-25444,7626,229,5,Office Supplies,Pens,EMI,2/11/2024,Jessica Hunt,Illinois,Springfield,2024-02
B-25444,7626,229,5,Office Supplies,Pens,EMI,11/25/2020,Tony Chavez,Ohio,Columbus,2020-11
B-26796,6669,3063,19,Electronics,Printers,UPI,8/12/2023,Mary Crawford,Ohio,Cincinnati,2023-08
B-25537,6123,1686,3,Office Supplies,Markers,Credit Card,5/6/2022,Roger Morrison,Ohio,Cincinnati,2022-05
B-26083,3265,1390,16,Office Supplies,Paper,Credit Card,1/17/2024,Bethany Harrison,California,Los Angeles,2024-01
B-25298,8104,1039,6,Office Supplies,Markers,COD,11/24/2021,Lisa Mcintyre,Florida,Orlando,2021-11
B-25298,8104,1039,6,Office Supplies,Markers,COD,10/6/2021,Carolyn Gonzalez,Florida,Miami,2021-10
B-25298,8104,1039,6,Office Supplies,Markers,COD,1/27/2025,Christina Oconnell,California,San Francisco,2025-01
B-26734,847,355,17,Furniture,Tables,COD,5/23/2022,James Garcia,New York,Buffalo,2022-05
B-26734,847,355,17,Furniture,Tables,COD,11/28/2023,Emily Frederick,Texas,Austin,2023-11
B-26734,847,355,17,Furniture,Tables,COD,1/18/2023,Shawn Wise,California,San Francisco,2023-01
B-25483,3129,55,9,Furniture,Bookcases,Debit Card,9/6/2021,Carrie Alvarez,Illinois,Peoria,2021-09
B-25483,7821,3821,13,Electronics,Laptops,EMI,9/6/2021,Carrie Alvarez,Illinois,Peoria,2021-09
B-26041,9498,256,12,Electronics,Phones,COD,2/22/2021,Matthew James,Illinois,Peoria,2021-02
B-26041,9498,256,12,Electronics,Phones,COD,10/6/2021,Jerry Alvarado,New York,New York City,2021-10
B-26750,5461,1214,7,Furniture,Sofas,Credit Card,6/7/2020,Paul Zimmerman,New York,Rochester,2020-06
B-26138,3084,611,19,Furniture,Bookcases,UPI,5/21/2024,Carl Ryan,Texas,Dallas,2024-05
B-26929,6087,3043,1,Furniture,Sofas,COD,8/5/2020,Kelly Roberts,New York,Buffalo,2020-08
B-25359,611,300,3,Furniture,Bookcases,Credit Card,10/15/2020,Jack Woods,Illinois,Peoria,2020-10
B-25738,9909,2999,18,Office Supplies,Markers,COD,5/15/2021,Albert Alexander Jr.,Ohio,Cleveland,2021-05
B-25738,9909,2999,18,Office Supplies,Markers,COD,1/13/2022,Teresa Perez,Texas,Austin,2022-01
B-25931,6485,3178,18,Furniture,Sofas,UPI,7/18/2023,Amanda Williams,Ohio,Columbus,2023-07
B-25706,7259,1969,10,Electronics,Laptops,Credit Card,12/8/2022,Kristen Lawson,Illinois,Springfield,2022-12
B-25352,3333,700,18,Electronics,Printers,COD,4/17/2023,Jacob Stewart,Florida,Miami,2023-04
B-26909,7786,1202,4,Furniture,Sofas,EMI,6/23/2020,Daniel Brooks,Illinois,Peoria,2020-06
B-26296,7644,2428,6,Electronics,Phones,Debit Card,1/20/2022,Aaron Dunn,Illinois,Springfield,2022-01
B-26112,1476,247,5,Furniture,Bookcases,COD,11/18/2023,Jacob Martinez,California,Los Angeles,2023-11
B-26112,1476,247,5,Furniture,Bookcases,COD,1/19/2022,Raymond Burgess,California,San Diego,2022-01
B-26790,3445,1405,16,Furniture,Sofas,EMI,9/21/2020,Jennifer Cooke,California,San Francisco,2020-09
B-26790,9837,384,1,Electronics,Laptops,UPI,9/21/2020,Jennifer Cooke,California,San Francisco,2020-09
B-25986,1314,457,8,Furniture,Sofas,EMI,6/11/2021,Tyrone White,California,San Diego,2021-06
B-25630,5951,936,6,Electronics,Laptops,Debit Card,8/7/2024,Charles Williams,Texas,Dallas,2024-08
B-25630,5951,936,6,Electronics,Laptops,Debit Card,7/26/2022,Amy Page,Ohio,Columbus,2022-07
B-26872,992,177,6,Electronics,Phones,UPI,1/13/2024,Scott Gibbs,California,Los Angeles,2024-01
B-26872,4699,625,18,Office Supplies,Markers,EMI,1/13/2024,Scott Gibbs,California,Los Angeles,2024-01
B-25870,5557,2114,17,Electronics,Laptops,EMI,5/28/2021,Angela Roberts,Ohio,Cleveland,2021-05
B-25991,3436,933,3,Electronics,Electronic Games,Credit Card,6/13/2021,Kyle Hernandez,Texas,Dallas,2021-06
B-25198,9840,3870,11,Electronics,Printers,Debit Card,4/25/2023,Cynthia Ferguson,Texas,Austin,2023-04
B-25189,7620,125,4,Office Supplies,Paper,EMI,7/5/2021,Brandi Garcia,California,San Francisco,2021-07
B-25189,7620,125,4,Office Supplies,Paper,EMI,10/12/2024,Matthew Blake,California,San Francisco,2024-10
B-26563,4314,1591,5,Furniture,Tables,Debit Card,10/4/2021,Lauren Howell,New York,Buffalo,2021-10
B-25548,8851,999,12,Electronics,Laptops,UPI,2/7/2024,Joseph Wilson,Ohio,Cincinnati,2024-02
B-25965,544,272,2,Electronics,Laptops,Debit Card,3/5/2021,Tanner Vance,Texas,Houston,2021-03
B-25965,544,272,2,Electronics,Laptops,Debit Card,6/25/2023,Michael Nash,New York,Buffalo,2023-06
B-26545,537,142,20,Office Supplies,Markers,EMI,8/2/2021,Brent Thomas,Illinois,Peoria,2021-08
B-26603,5944,2661,7,Electronics,Laptops,EMI,3/17/2022,Harold Mitchell,Texas,Austin,2022-03
B-26393,2258,135,18,Electronics,Printers,Credit Card,2/7/2024,Ashley Palmer,Florida,Miami,2024-02
B-26393,2258,135,18,Electronics,Printers,Credit Card,8/19/2022,Stephen Hogan,California,San Diego,2022-08
B-26628,9609,4339,3,Furniture,Sofas,Debit Card,9/19/2024,George Ashley,Texas,Houston,2024-09
B-26628,9609,4339,3,Furniture,Sofas,Debit Card,4/5/2020,Sara Bailey,Ohio,Cincinnati,2020-04
B-25945,9952,3301,15,Electronics,Electronic Games,Debit Card,3/10/2023,Tanya Thomas MD,Texas,Dallas,2023-03
B-26565,9873,4585,7,Office Supplies,Paper,Credit Card,8/10/2020,Maria Galvan,Ohio,Columbus,2020-08
B-25684,3560,1335,15,Electronics,Electronic Games,COD,4/29/2020,Duane Kelly,New York,New York City,2020-04
B-25684,3560,1335,15,Electronics,Electronic Games,COD,3/16/2023,Frank Reynolds,Illinois,Springfield,2023-03
B-26612,6528,76,9,Electronics,Phones,Debit Card,5/4/2020,Aaron Kim,New York,Buffalo,2020-05
B-26612,8930,3374,12,Furniture,Sofas,Debit Card,5/4/2020,Aaron Kim,New York,Buffalo,2020-05
B-25839,4521,1778,9,Office Supplies,Paper,Debit Card,10/15/2024,David Allen,Florida,Tampa,2024-10
B-25898,7091,2317,10,Furniture,Sofas,Credit Card,6/9/2022,Monica Lee,California,San Diego,2022-06
B-26120,2101,287,8,Office Supplies,Pens,COD,7/4/2020,Kimberly Fuller,Ohio,Cleveland,2020-07
B-26120,2101,287,8,Office Supplies,Pens,COD,4/9/2023,Erica Scott,Illinois,Chicago,2023-04
B-26426,8644,1968,9,Office Supplies,Paper,Debit Card,11/24/2023,Melissa Mitchell,Illinois,Chicago,2023-11
B-26309,6672,3319,4,Furniture,Tables,UPI,11/29/2023,Joshua Murray,Texas,Dallas,2023-11
B-26309,6672,3319,4,Furniture,Tables,UPI,5/20/2024,John Jones,California,San Diego,2024-05
B-26789,4699,103,12,Office Supplies,Binders,UPI,5/21/2024,Cheryl Johnson,Ohio,Cincinnati,2024-05
B-26420,4897,1001,14,Furniture,Sofas,Debit Card,12/7/2021,Lisa Farmer,Texas,Houston,2021-12
B-26420,4897,1001,14,Furniture,Sofas,Debit Card,1/6/2025,Christopher Walker,Ohio,Cincinnati,2025-01
B-26257,5460,2088,14,Furniture,Tables,Debit Card,7/13/2022,Elizabeth Coffey,New York,Buffalo,2022-07
B-26257,5460,2088,14,Furniture,Tables,Debit Card,4/19/2020,Joseph Clark,Ohio,Cincinnati,2020-04
B-25603,9272,1771,19,Office Supplies,Markers,UPI,11/14/2024,Jamie Brewer,Illinois,Springfield,2024-11
B-25603,9272,1771,19,Office Supplies,Markers,UPI,4/18/2020,Lauren Boyer,Texas,Dallas,2020-04
B-25010,7870,1057,15,Office Supplies,Pens,Credit Card,10/18/2023,Howard Esparza,Texas,Houston,2023-10
B-25010,7870,1057,15,Office Supplies,Pens,Credit Card,3/21/2021,James Hickman,Ohio,Cleveland,2021-03
B-25889,7992,893,12,Electronics,Laptops,Credit Card,9/13/2024,Jennifer Hernandez,Ohio,Cleveland,2024-09
B-25889,7992,893,12,Electronics,Laptops,Credit Card,5/4/2023,Shannon Warren,New York,New York City,2023-05
B-25889,7992,893,12,Electronics,Laptops,Credit Card,5/31/2023,Ashley Aguilar,Illinois,Chicago,2023-05
B-26675,6499,2189,18,Electronics,Electronic Games,EMI,6/15/2024,Daniel Price,New York,New York City,2024-06
B-26675,6499,2189,18,Electronics,Electronic Games,EMI,4/3/2021,James Perez,Florida,Orlando,2021-04
B-26168,8848,2090,9,Office Supplies,Pens,Debit Card,1/14/2025,Jerry Smith,California,San Diego,2025-01
B-25436,8044,3634,3,Office Supplies,Markers,COD,12/24/2020,Andre Fernandez,Florida,Orlando,2020-12
B-25436,8044,3634,3,Office Supplies,Markers,COD,10/7/2022,Anthony West,California,San Diego,2022-10
B-25794,7417,1334,16,Furniture,Bookcases,COD,10/5/2021,Amber Flowers,Florida,Tampa,2021-10
B-26495,3451,658,3,Office Supplies,Markers,UPI,12/28/2024,Patricia Davis,Illinois,Chicago,2024-12
B-25815,8531,2555,4,Electronics,Laptops,EMI,5/14/2022,Jasmine Gibbs,Texas,Austin,2022-05
B-25022,6646,848,15,Furniture,Sofas,Debit Card,8/19/2023,Nicole Dudley,New York,New York City,2023-08
B-25022,6646,848,15,Furniture,Sofas,Debit Card,7/14/2023,Lori Colon,New York,Buffalo,2023-07
B-26928,2553,907,6,Electronics,Laptops,Credit Card,6/22/2023,William Carr,Texas,Dallas,2023-06
B-25905,8490,3485,3,Electronics,Phones,Credit Card,3/21/2023,Jeffrey Dixon,New York,New York City,2023-03
B-26739,2689,1330,3,Furniture,Tables,UPI,12/13/2020,Robert Sexton,California,Los Angeles,2020-12
B-26739,2689,1330,3,Furniture,Tables,UPI,5/29/2024,Brooke Gonzalez,Florida,Miami,2024-05
B-25697,815,54,14,Furniture,Tables,Debit Card,5/25/2021,Victoria Bryant MD,California,San Francisco,2021-05
B-25234,5024,379,2,Office Supplies,Paper,UPI,4/2/2024,Nancy Kennedy,Texas,Dallas,2024-04
B-25234,5024,379,2,Office Supplies,Paper,UPI,12/3/2022,Andrew Barry,Illinois,Peoria,2022-12
B-25665,8962,2444,18,Electronics,Electronic Games,Debit Card,7/12/2021,Carlos Wheeler,Ohio,Cleveland,2021-07
B-25665,8962,2444,18,Electronics,Electronic Games,Debit Card,3/22/2020,Isabella Roach,Illinois,Peoria,2020-03
B-25028,1961,59,12,Office Supplies,Binders,UPI,8/9/2020,Samantha Williams,Florida,Orlando,2020-08
B-26659,526,83,4,Furniture,Sofas,Credit Card,2/18/2022,Samuel Little MD,Illinois,Chicago,2022-02
B-25966,6093,3042,9,Furniture,Bookcases,Debit Card,6/14/2021,Paul Taylor,California,San Francisco,2021-06
B-25966,6093,3042,9,Furniture,Bookcases,Debit Card,3/1/2021,Susan Baker,California,San Diego,2021-03
B-25350,7699,246,5,Electronics,Electronic Games,Debit Card,9/23/2023,Mark Fry,Texas,Austin,2023-09
B-26370,8825,3594,15,Furniture,Tables,Debit Card,7/31/2024,Megan Mclean,New York,New York City,2024-07
B-26298,2082,642,8,Electronics,Phones,EMI,6/2/2020,Caitlin Hunt,New York,Rochester,2020-06
B-26298,2082,642,8,Electronics,Phones,EMI,12/15/2022,Jenna Holland,Texas,Austin,2022-12
B-26298,2082,642,8,Electronics,Phones,EMI,8/7/2020,Stephanie Oconnell,New York,Buffalo,2020-08
B-25068,914,163,13,Office Supplies,Markers,UPI,10/26/2024,Andrea Hill,Illinois,Chicago,2024-10
