Order ID,Amount,Profit,Quantity,Category,Sub-Category,PaymentMode,Order Date,CustomerName,State,City,Year-Month,Year,Month,Month_Name,Quarter,Day_of_Week,Day_Name,Is_Weekend,Profit_Margin_Pct,Revenue_Per_Unit,Profit_Per_Unit,Order_Value_Category
B-25915,3433,1169,10,Office Supplies,Binders,COD,2021-09-08,Stacey Miller,California,San Diego,2021-09,2021,9,September,3,2,Wednesday,0,34.05184969414506,343.3,116.9,Medium
B-25915,3887,1490,1,Office Supplies,Binders,Debit Card,2024-02-01,Adam Clark,California,San Francisco,2024-02,2024,2,February,1,3,Thursday,0,38.33290455364034,3887.0,1490.0,Medium
B-25915,3887,1490,1,Office Supplies,Binders,Debit Card,2021-09-09,Amy Olsen,Illinois,Springfield,2021-09,2021,9,September,3,3,Thursday,0,38.33290455364034,3887.0,1490.0,Medium
B-25915,3887,1490,1,Office Supplies,Binders,Debit Card,2021-09-08,Stacey Miller,California,San Diego,2021-09,2021,9,September,3,2,Wednesday,0,38.33290455364034,3887.0,1490.0,Medium
B-26496,1801,641,20,Office Supplies,Markers,Credit Card,2024-07-09,Daniel Mosley,California,Los Angeles,2024-07,2024,7,July,3,1,Tuesday,0,35.59133814547474,90.05,32.05,Low
B-26496,5301,817,10,Furniture,Tables,Debit Card,2024-07-09,Daniel Mosley,California,Los Angeles,2024-07,2024,7,July,3,1,Tuesday,0,15.412186379928317,530.1,81.7,High
B-26496,1166,520,12,Office Supplies,Paper,Debit Card,2024-07-09,Daniel Mosley,California,Los Angeles,2024-07,2024,7,July,3,1,Tuesday,0,44.59691252144082,97.16666666666667,43.333333333333336,Low
B-26496,3196,1411,15,Office Supplies,Paper,Debit Card,2024-07-09,Daniel Mosley,California,Los Angeles,2024-07,2024,7,July,3,1,Tuesday,0,44.148936170212764,213.06666666666666,94.06666666666666,Medium
B-25856,3428,350,1,Furniture,Chairs,Credit Card,2023-02-28,Monica Gibson,Illinois,Springfield,2023-02,2023,2,February,1,1,Tuesday,0,10.210035005834307,3428.0,350.0,Medium
B-25856,7223,2433,12,Office Supplies,Binders,Credit Card,2023-02-28,Monica Gibson,Illinois,Springfield,2023-02,2023,2,February,1,1,Tuesday,0,33.68406479302229,601.9166666666666,202.75,High
B-25856,3731,647,1,Office Supplies,Pens,Credit Card,2023-02-28,Monica Gibson,Illinois,Springfield,2023-02,2023,2,February,1,1,Tuesday,0,17.341195389975876,3731.0,647.0,Medium
B-26899,8903,4401,18,Office Supplies,Pens,Credit Card,2022-08-08,Christopher Jordan,Ohio,Columbus,2022-08,2022,8,August,3,0,Monday,0,49.43277546894305,494.6111111111111,244.5,Premium
B-25916,6009,2107,7,Electronics,Phones,UPI,2022-12-07,Christina Davis,Illinois,Chicago,2022-12,2022,12,December,4,2,Wednesday,0,35.06407056082543,858.4285714285714,301.0,High
B-25916,6009,2107,7,Electronics,Phones,UPI,2024-04-29,Claudia Curry,Texas,Austin,2024-04,2024,4,April,2,0,Monday,0,35.06407056082543,858.4285714285714,301.0,High
B-25916,2858,230,3,Furniture,Tables,Credit Card,2022-12-07,Christina Davis,Illinois,Chicago,2022-12,2022,12,December,4,2,Wednesday,0,8.047585724282715,952.6666666666666,76.66666666666667,Medium
B-25916,2858,230,3,Furniture,Tables,Credit Card,2024-04-29,Claudia Curry,Texas,Austin,2024-04,2024,4,April,2,0,Monday,0,8.047585724282715,952.6666666666666,76.66666666666667,Medium
B-25916,8175,525,7,Furniture,Sofas,Credit Card,2022-12-07,Christina Davis,Illinois,Chicago,2022-12,2022,12,December,4,2,Wednesday,0,6.422018348623854,1167.857142857143,75.0,Premium
B-25916,8175,525,7,Furniture,Sofas,Credit Card,2024-04-29,Claudia Curry,Texas,Austin,2024-04,2024,4,April,2,0,Monday,0,6.422018348623854,1167.857142857143,75.0,Premium
B-25916,5846,586,18,Furniture,Sofas,UPI,2022-12-07,Christina Davis,Illinois,Chicago,2022-12,2022,12,December,4,2,Wednesday,0,10.023947998631542,324.77777777777777,32.55555555555556,High
B-25916,5846,586,18,Furniture,Sofas,UPI,2024-04-29,Claudia Curry,Texas,Austin,2024-04,2024,4,April,2,0,Monday,0,10.023947998631542,324.77777777777777,32.55555555555556,High
B-26428,706,197,11,Electronics,Laptops,Credit Card,2022-01-02,Brandon Anderson,Texas,Austin,2022-01,2022,1,January,1,6,Sunday,1,27.90368271954674,64.18181818181819,17.90909090909091,Low
B-26332,9835,2571,16,Furniture,Tables,COD,2022-06-10,George Foster,Texas,Dallas,2022-06,2022,6,June,2,4,Friday,0,26.141331977630912,614.6875,160.6875,Premium
B-26332,9835,2571,16,Furniture,Tables,COD,2021-11-16,Nicholas Anderson,Florida,Orlando,2021-11,2021,11,November,4,1,Tuesday,0,26.141331977630912,614.6875,160.6875,Premium
B-26332,9835,2571,16,Furniture,Tables,COD,2022-08-17,Emily Ellison,California,Los Angeles,2022-08,2022,8,August,3,2,Wednesday,0,26.141331977630912,614.6875,160.6875,Premium
B-26332,9691,3056,13,Office Supplies,Markers,Credit Card,2022-06-10,George Foster,Texas,Dallas,2022-06,2022,6,June,2,4,Friday,0,31.534413373232894,745.4615384615385,235.07692307692307,Premium
B-26332,9691,3056,13,Office Supplies,Markers,Credit Card,2021-11-16,Nicholas Anderson,Florida,Orlando,2021-11,2021,11,November,4,1,Tuesday,0,31.534413373232894,745.4615384615385,235.07692307692307,Premium
B-26332,9691,3056,13,Office Supplies,Markers,Credit Card,2022-08-17,Emily Ellison,California,Los Angeles,2022-08,2022,8,August,3,2,Wednesday,0,31.534413373232894,745.4615384615385,235.07692307692307,Premium
B-26332,7826,1221,14,Furniture,Bookcases,UPI,2022-06-10,George Foster,Texas,Dallas,2022-06,2022,6,June,2,4,Friday,0,15.601840020444671,559.0,87.21428571428571,Premium
B-26332,7826,1221,14,Furniture,Bookcases,UPI,2021-11-16,Nicholas Anderson,Florida,Orlando,2021-11,2021,11,November,4,1,Tuesday,0,15.601840020444671,559.0,87.21428571428571,Premium
B-26332,7826,1221,14,Furniture,Bookcases,UPI,2022-08-17,Emily Ellison,California,Los Angeles,2022-08,2022,8,August,3,2,Wednesday,0,15.601840020444671,559.0,87.21428571428571,Premium
B-25303,770,241,11,Furniture,Sofas,COD,2021-11-23,Darren Perez,Texas,Austin,2021-11,2021,11,November,4,1,Tuesday,0,31.2987012987013,70.0,21.90909090909091,Low
B-25303,770,241,11,Furniture,Sofas,COD,2023-03-04,Michelle Hunter,Ohio,Cincinnati,2023-03,2023,3,March,1,5,Saturday,1,31.2987012987013,70.0,21.90909090909091,Low
B-26507,9895,1598,20,Furniture,Bookcases,COD,2023-12-16,Janet Guerrero,New York,Rochester,2023-12,2023,12,December,4,5,Saturday,1,16.14957049014654,494.75,79.9,Premium
B-25983,6517,1581,10,Office Supplies,Paper,Debit Card,2024-05-19,Jeffrey Kline,Florida,Miami,2024-05,2024,5,May,2,6,Sunday,1,24.259628663495473,651.7,158.1,High
B-25983,6517,1581,10,Office Supplies,Paper,Debit Card,2020-05-14,Ryan Bullock,Florida,Tampa,2020-05,2020,5,May,2,3,Thursday,0,24.259628663495473,651.7,158.1,High
B-25983,1166,349,11,Furniture,Tables,Credit Card,2024-05-19,Jeffrey Kline,Florida,Miami,2024-05,2024,5,May,2,6,Sunday,1,29.93138936535163,106.0,31.727272727272727,Low
B-25983,1166,349,11,Furniture,Tables,Credit Card,2020-05-14,Ryan Bullock,Florida,Tampa,2020-05,2020,5,May,2,3,Thursday,0,29.93138936535163,106.0,31.727272727272727,Low
B-25156,9820,793,16,Furniture,Chairs,Credit Card,2021-08-29,Tom Lawson,New York,Buffalo,2021-08,2021,8,August,3,6,Sunday,1,8.075356415478616,613.75,49.5625,Premium
B-26759,8563,2624,8,Office Supplies,Binders,COD,2024-11-10,Rebecca Smith,Texas,Dallas,2024-11,2024,11,November,4,6,Sunday,1,30.643466074973723,1070.375,328.0,Premium
B-26759,4441,281,20,Electronics,Printers,COD,2024-11-10,Rebecca Smith,Texas,Dallas,2024-11,2024,11,November,4,6,Sunday,1,6.327403737896869,222.05,14.05,Medium
B-26244,7340,2271,8,Office Supplies,Paper,EMI,2021-12-05,William Welch,Florida,Orlando,2021-12,2021,12,December,4,6,Sunday,1,30.940054495912804,917.5,283.875,High
B-26244,5442,1610,1,Electronics,Phones,EMI,2021-12-05,William Welch,Florida,Orlando,2021-12,2021,12,December,4,6,Sunday,1,29.58471150312385,5442.0,1610.0,High
B-26365,1895,391,14,Furniture,Tables,UPI,2024-07-05,Mr. Curtis Bailey,Florida,Tampa,2024-07,2024,7,July,3,4,Friday,0,20.633245382585752,135.35714285714286,27.928571428571427,Low
B-26365,5323,322,13,Office Supplies,Binders,COD,2024-07-05,Mr. Curtis Bailey,Florida,Tampa,2024-07,2024,7,July,3,4,Friday,0,6.049220364456134,409.46153846153845,24.76923076923077,High
B-26212,8850,279,13,Office Supplies,Markers,Debit Card,2024-06-25,Janet Carlson,Florida,Miami,2024-06,2024,6,June,2,1,Tuesday,0,3.1525423728813564,680.7692307692307,21.46153846153846,Premium
B-26212,8667,1266,6,Office Supplies,Paper,Debit Card,2024-06-25,Janet Carlson,Florida,Miami,2024-06,2024,6,June,2,1,Tuesday,0,14.607130494980963,1444.5,211.0,Premium
B-25042,6903,105,1,Furniture,Tables,COD,2024-05-31,Spencer Spears,Illinois,Chicago,2024-05,2024,5,May,2,4,Friday,0,1.521077792264233,6903.0,105.0,High
B-25042,8793,3010,7,Office Supplies,Pens,COD,2024-05-31,Spencer Spears,Illinois,Chicago,2024-05,2024,5,May,2,4,Friday,0,34.231775275787555,1256.142857142857,430.0,Premium
B-25901,9883,4812,16,Office Supplies,Paper,UPI,2020-10-20,Jeffrey Middleton,New York,Buffalo,2020-10,2020,10,October,4,1,Tuesday,0,48.68966912880705,617.6875,300.75,Premium
B-25901,9883,4812,16,Office Supplies,Paper,UPI,2022-08-11,Veronica Kelley,Florida,Orlando,2022-08,2022,8,August,3,3,Thursday,0,48.68966912880705,617.6875,300.75,Premium
B-25901,9883,4812,16,Office Supplies,Paper,UPI,2021-10-17,Leslie Bean,Illinois,Springfield,2021-10,2021,10,October,4,6,Sunday,1,48.68966912880705,617.6875,300.75,Premium
B-25901,5210,1185,7,Office Supplies,Paper,UPI,2020-10-20,Jeffrey Middleton,New York,Buffalo,2020-10,2020,10,October,4,1,Tuesday,0,22.744721689059503,744.2857142857143,169.28571428571428,High
B-25901,5210,1185,7,Office Supplies,Paper,UPI,2022-08-11,Veronica Kelley,Florida,Orlando,2022-08,2022,8,August,3,3,Thursday,0,22.744721689059503,744.2857142857143,169.28571428571428,High
B-25901,5210,1185,7,Office Supplies,Paper,UPI,2021-10-17,Leslie Bean,Illinois,Springfield,2021-10,2021,10,October,4,6,Sunday,1,22.744721689059503,744.2857142857143,169.28571428571428,High
B-26747,3574,851,4,Electronics,Printers,Credit Card,2022-02-23,Amy Wilson,California,Los Angeles,2022-02,2022,2,February,1,2,Wednesday,0,23.810856183547845,893.5,212.75,Medium
B-26747,576,76,13,Furniture,Sofas,UPI,2022-02-23,Amy Wilson,California,Los Angeles,2022-02,2022,2,February,1,2,Wednesday,0,13.194444444444445,44.30769230769231,5.846153846153846,Low
B-26698,1860,457,13,Electronics,Printers,EMI,2023-09-20,Susan Ramirez,Ohio,Cleveland,2023-09,2023,9,September,3,2,Wednesday,0,24.56989247311828,143.07692307692307,35.15384615384615,Low
B-25841,782,374,8,Office Supplies,Pens,EMI,2021-01-19,Jacob Meyer,Illinois,Peoria,2021-01,2021,1,January,1,1,Tuesday,0,47.82608695652174,97.75,46.75,Low
B-25841,4371,1852,1,Electronics,Laptops,UPI,2021-01-19,Jacob Meyer,Illinois,Peoria,2021-01,2021,1,January,1,1,Tuesday,0,42.370167009837566,4371.0,1852.0,Medium
B-26032,8346,1176,1,Electronics,Phones,COD,2020-08-21,Scott Lewis,Texas,Houston,2020-08,2020,8,August,3,4,Friday,0,14.090582314881381,8346.0,1176.0,Premium
B-26032,8346,1176,1,Electronics,Phones,COD,2023-04-17,Eric Griffith,Illinois,Chicago,2023-04,2023,4,April,2,0,Monday,0,14.090582314881381,8346.0,1176.0,Premium
B-26032,8346,1176,1,Electronics,Phones,COD,2023-12-24,Anna Ferguson,California,San Francisco,2023-12,2023,12,December,4,6,Sunday,1,14.090582314881381,8346.0,1176.0,Premium
B-26032,6218,1125,5,Furniture,Tables,Debit Card,2020-08-21,Scott Lewis,Texas,Houston,2020-08,2020,8,August,3,4,Friday,0,18.09263428755227,1243.6,225.0,High
B-26032,6218,1125,5,Furniture,Tables,Debit Card,2023-04-17,Eric Griffith,Illinois,Chicago,2023-04,2023,4,April,2,0,Monday,0,18.09263428755227,1243.6,225.0,High
B-26032,6218,1125,5,Furniture,Tables,Debit Card,2023-12-24,Anna Ferguson,California,San Francisco,2023-12,2023,12,December,4,6,Sunday,1,18.09263428755227,1243.6,225.0,High
B-26032,5167,253,14,Electronics,Printers,Credit Card,2020-08-21,Scott Lewis,Texas,Houston,2020-08,2020,8,August,3,4,Friday,0,4.896458293013354,369.07142857142856,18.071428571428573,High
B-26032,5167,253,14,Electronics,Printers,Credit Card,2023-04-17,Eric Griffith,Illinois,Chicago,2023-04,2023,4,April,2,0,Monday,0,4.896458293013354,369.07142857142856,18.071428571428573,High
B-26032,5167,253,14,Electronics,Printers,Credit Card,2023-12-24,Anna Ferguson,California,San Francisco,2023-12,2023,12,December,4,6,Sunday,1,4.896458293013354,369.07142857142856,18.071428571428573,High
B-26032,2799,1239,5,Furniture,Sofas,Debit Card,2020-08-21,Scott Lewis,Texas,Houston,2020-08,2020,8,August,3,4,Friday,0,44.265809217577704,559.8,247.8,Medium
B-26032,2799,1239,5,Furniture,Sofas,Debit Card,2023-04-17,Eric Griffith,Illinois,Chicago,2023-04,2023,4,April,2,0,Monday,0,44.265809217577704,559.8,247.8,Medium
B-26032,2799,1239,5,Furniture,Sofas,Debit Card,2023-12-24,Anna Ferguson,California,San Francisco,2023-12,2023,12,December,4,6,Sunday,1,44.265809217577704,559.8,247.8,Medium
B-25171,3234,1029,20,Office Supplies,Markers,Credit Card,2022-03-20,David Figueroa,Florida,Miami,2022-03,2022,3,March,1,6,Sunday,1,31.818181818181817,161.7,51.45,Medium
B-26939,4920,775,12,Furniture,Tables,Debit Card,2021-08-12,Theresa Medina,Illinois,Springfield,2021-08,2021,8,August,3,3,Thursday,0,15.752032520325205,410.0,64.58333333333333,Medium
B-26939,9078,2213,15,Furniture,Bookcases,EMI,2021-08-12,Theresa Medina,Illinois,Springfield,2021-08,2021,8,August,3,3,Thursday,0,24.377616215025334,605.2,147.53333333333333,Premium
B-26347,8586,3826,7,Furniture,Bookcases,UPI,2020-12-21,Mary Smith,Florida,Miami,2020-12,2020,12,December,4,0,Monday,0,44.560913114372234,1226.5714285714287,546.5714285714286,Premium
B-26347,8586,3826,7,Furniture,Bookcases,UPI,2023-07-07,Lance Cain,Florida,Tampa,2023-07,2023,7,July,3,4,Friday,0,44.560913114372234,1226.5714285714287,546.5714285714286,Premium
B-25388,5047,2211,13,Furniture,Sofas,EMI,2023-08-13,Alexandra Moran,California,San Francisco,2023-08,2023,8,August,3,6,Sunday,1,43.80820289280761,388.2307692307692,170.07692307692307,High
B-25388,5047,2211,13,Furniture,Sofas,EMI,2021-02-04,Sara Castro,Illinois,Chicago,2021-02,2021,2,February,1,3,Thursday,0,43.80820289280761,388.2307692307692,170.07692307692307,High
B-25388,5047,2211,13,Furniture,Sofas,EMI,2022-09-16,Shawn Leach,Illinois,Peoria,2022-09,2022,9,September,3,4,Friday,0,43.80820289280761,388.2307692307692,170.07692307692307,High
B-25388,5047,2211,13,Furniture,Sofas,EMI,2022-05-06,Mark Boyle,New York,Buffalo,2022-05,2022,5,May,2,4,Friday,0,43.80820289280761,388.2307692307692,170.07692307692307,High
B-26419,3657,163,1,Furniture,Sofas,UPI,2021-05-28,John Stevens,California,San Francisco,2021-05,2021,5,May,2,4,Friday,0,4.457205359584359,3657.0,163.0,Medium
B-25157,6471,2842,18,Electronics,Electronic Games,UPI,2024-07-18,Lisa Graham,Illinois,Peoria,2024-07,2024,7,July,3,3,Thursday,0,43.91902333487869,359.5,157.88888888888889,High
B-25342,949,301,9,Office Supplies,Binders,UPI,2024-12-06,Nancy Jones,Ohio,Cleveland,2024-12,2024,12,December,4,4,Friday,0,31.71759747102213,105.44444444444444,33.44444444444444,Low
B-25342,6823,771,6,Office Supplies,Binders,EMI,2024-12-06,Nancy Jones,Ohio,Cleveland,2024-12,2024,12,December,4,4,Friday,0,11.300014656309541,1137.1666666666667,128.5,High
B-25342,4364,831,2,Furniture,Tables,EMI,2024-12-06,Nancy Jones,Ohio,Cleveland,2024-12,2024,12,December,4,4,Friday,0,19.042163153070575,2182.0,415.5,Medium
B-26165,6671,2797,10,Electronics,Phones,UPI,2022-12-12,Darryl Robbins,Illinois,Peoria,2022-12,2022,12,December,4,0,Monday,0,41.927746964473094,667.1,279.7,High
B-26571,7472,1037,3,Office Supplies,Paper,COD,2022-10-20,Kimberly Smith,Illinois,Springfield,2022-10,2022,10,October,4,3,Thursday,0,13.87847965738758,2490.6666666666665,345.6666666666667,High
B-26571,9548,1806,9,Electronics,Printers,COD,2022-10-20,Kimberly Smith,Illinois,Springfield,2022-10,2022,10,October,4,3,Thursday,0,18.914956011730204,1060.888888888889,200.66666666666666,Premium
B-25400,7759,3741,17,Electronics,Printers,UPI,2021-03-24,Maria Thomas,Florida,Miami,2021-03,2021,3,March,1,2,Wednesday,0,48.21497615672123,456.4117647058824,220.05882352941177,Premium
B-25400,7759,3741,17,Electronics,Printers,UPI,2025-01-06,Nicholas Johnson,Texas,Dallas,2025-01,2025,1,January,1,0,Monday,0,48.21497615672123,456.4117647058824,220.05882352941177,Premium
B-25400,7521,3457,16,Office Supplies,Markers,Debit Card,2021-03-24,Maria Thomas,Florida,Miami,2021-03,2021,3,March,1,2,Wednesday,0,45.96463236271772,470.0625,216.0625,Premium
B-25400,7521,3457,16,Office Supplies,Markers,Debit Card,2025-01-06,Nicholas Johnson,Texas,Dallas,2025-01,2025,1,January,1,0,Monday,0,45.96463236271772,470.0625,216.0625,Premium
B-25885,9704,4339,12,Office Supplies,Pens,COD,2021-03-06,Dawn Howard,Texas,Houston,2021-03,2021,3,March,1,5,Saturday,1,44.71352019785655,808.6666666666666,361.5833333333333,Premium
B-25885,4948,2356,18,Electronics,Printers,Debit Card,2021-03-06,Dawn Howard,Texas,Houston,2021-03,2021,3,March,1,5,Saturday,1,47.61519805982215,274.8888888888889,130.88888888888889,Medium
B-25885,6435,334,10,Electronics,Electronic Games,Debit Card,2021-03-06,Dawn Howard,Texas,Houston,2021-03,2021,3,March,1,5,Saturday,1,5.19036519036519,643.5,33.4,High
B-25004,9965,3033,16,Office Supplies,Markers,COD,2020-06-17,Jennifer Marshall,California,San Francisco,2020-06,2020,6,June,2,2,Wednesday,0,30.43652784746613,622.8125,189.5625,Premium
B-25004,9965,3033,16,Office Supplies,Markers,COD,2023-09-01,Frank Garcia,New York,Buffalo,2023-09,2023,9,September,3,4,Friday,0,30.43652784746613,622.8125,189.5625,Premium
B-26213,1523,234,3,Furniture,Sofas,UPI,2023-06-08,Terri Madden,New York,Rochester,2023-06,2023,6,June,2,3,Thursday,0,15.364412344057781,507.6666666666667,78.0,Low
B-26213,9073,424,7,Electronics,Electronic Games,Debit Card,2023-06-08,Terri Madden,New York,Rochester,2023-06,2023,6,June,2,3,Thursday,0,4.673206216246005,1296.142857142857,60.57142857142857,Premium
B-25025,6447,3079,20,Electronics,Laptops,COD,2021-03-25,James Gutierrez,New York,Rochester,2021-03,2021,3,March,1,3,Thursday,0,47.758647432914536,322.35,153.95,High
B-25025,8947,2807,6,Electronics,Electronic Games,Credit Card,2021-03-25,James Gutierrez,New York,Rochester,2021-03,2021,3,March,1,3,Thursday,0,31.373644797138706,1491.1666666666667,467.8333333333333,Premium
B-26804,914,400,8,Office Supplies,Pens,Debit Card,2021-01-03,Morgan Sellers,California,Los Angeles,2021-01,2021,1,January,1,6,Sunday,1,43.7636761487965,114.25,50.0,Low
B-26804,1548,666,3,Office Supplies,Paper,Credit Card,2021-01-03,Morgan Sellers,California,Los Angeles,2021-01,2021,1,January,1,6,Sunday,1,43.02325581395349,516.0,222.0,Low
B-26797,2759,1149,6,Furniture,Tables,Credit Card,2024-12-27,Caitlin Thomas,New York,New York City,2024-12,2024,12,December,4,4,Friday,0,41.645523740485686,459.8333333333333,191.5,Medium
B-26556,1341,615,4,Electronics,Laptops,UPI,2022-08-12,Kimberly Greene,Florida,Orlando,2022-08,2022,8,August,3,4,Friday,0,45.86129753914989,335.25,153.75,Low
B-25861,9851,2669,19,Electronics,Electronic Games,Debit Card,2022-03-28,Tammy Anthony,Ohio,Cleveland,2022-03,2022,3,March,1,0,Monday,0,27.093696071464823,518.4736842105264,140.47368421052633,Premium
B-25861,9851,2669,19,Electronics,Electronic Games,Debit Card,2023-07-15,Jennifer Chase,New York,Buffalo,2023-07,2023,7,July,3,5,Saturday,1,27.093696071464823,518.4736842105264,140.47368421052633,Premium
B-25861,9851,2669,19,Electronics,Electronic Games,Debit Card,2022-09-22,Cassandra Farley,Florida,Orlando,2022-09,2022,9,September,3,3,Thursday,0,27.093696071464823,518.4736842105264,140.47368421052633,Premium
B-25861,9989,3930,14,Furniture,Tables,Debit Card,2022-03-28,Tammy Anthony,Ohio,Cleveland,2022-03,2022,3,March,1,0,Monday,0,39.3432776053659,713.5,280.7142857142857,Premium
B-25861,9989,3930,14,Furniture,Tables,Debit Card,2023-07-15,Jennifer Chase,New York,Buffalo,2023-07,2023,7,July,3,5,Saturday,1,39.3432776053659,713.5,280.7142857142857,Premium
B-25861,9989,3930,14,Furniture,Tables,Debit Card,2022-09-22,Cassandra Farley,Florida,Orlando,2022-09,2022,9,September,3,3,Thursday,0,39.3432776053659,713.5,280.7142857142857,Premium
B-25112,7421,958,10,Furniture,Tables,COD,2022-12-20,Justin Vasquez,Texas,Houston,2022-12,2022,12,December,4,1,Tuesday,0,12.909311413556123,742.1,95.8,High
B-25112,7421,958,10,Furniture,Tables,COD,2022-01-16,Melissa Morales,Texas,Houston,2022-01,2022,1,January,1,6,Sunday,1,12.909311413556123,742.1,95.8,High
B-25112,7421,958,10,Furniture,Tables,COD,2023-01-29,Tyler Thompson,Texas,Dallas,2023-01,2023,1,January,1,6,Sunday,1,12.909311413556123,742.1,95.8,High
B-25223,3099,479,1,Office Supplies,Paper,COD,2022-01-15,Heidi Davis,New York,Buffalo,2022-01,2022,1,January,1,5,Saturday,1,15.456598902871892,3099.0,479.0,Medium
B-25223,2521,906,7,Electronics,Phones,COD,2022-01-15,Heidi Davis,New York,Buffalo,2022-01,2022,1,January,1,5,Saturday,1,35.938119793732646,360.14285714285717,129.42857142857142,Medium
